college_code,college_name,years,year_count
0001,浙江大学(一流大学建设高校),2021,1
0001,浙江大学（一流大学建设高校）,2022,1
0001,浙江大学,"2024,2026",2
0002,中国美术学院(一流学科建设高校)(省重点建设高校),2021,1
0002,中国美术学院（一流学科建设高校）（省重点建设高校）,2022,1
0002,中国美术学院,"2024,2026",2
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),2021,1
0003,浙江工业大学（入选“2011计划”高校）（省重点建设高校）,2022,1
0003,浙江工业大学,"2024,2026",2
0004,浙江师范大学(省重点建设高校),2021,1
0004,浙江师范大学（省重点建设高校）,2022,1
0004,浙江师范大学,"2024,2026",2
0005,宁波大学(一流学科建设高校)(省重点建设高校),2021,1
0005,宁波大学（一流学科建设高校）（省重点建设高校）,2022,1
0005,宁波大学,"2024,2026",2
0006,杭州电子科技大学(省重点建设高校),2021,1
0006,杭州电子科技大学（省重点建设高校）,2022,1
0006,杭州电子科技大学,"2024,2026",2
0007,浙江工商大学(省重点建设高校),2021,1
0007,浙江工商大学（省重点建设高校）,2022,1
0007,浙江工商大学,"2024,2026",2
0008,浙江理工大学(省重点建设高校),2021,1
0008,浙江理工大学（省重点建设高校）,2022,1
0008,浙江理工大学,"2024,2026",2
0009,温州医科大学(省重点建设高校),2021,1
0009,温州医科大学（省重点建设高校）,2022,1
0009,温州医科大学,"2024,2026",2
0010,浙江海洋大学(省市共建重点高校),2021,1
0010,浙江海洋大学（省市共建重点高校）,2022,1
0010,浙江海洋大学,"2024,2026",2
0011,浙江农林大学(省重点建设高校),2021,1
0011,浙江农林大学（省重点建设高校）,2022,1
0011,浙江农林大学,"2024,2026",2
0012,浙江中医药大学(省重点建设高校),2021,1
0012,浙江中医药大学（省重点建设高校）,2022,1
0012,浙江中医药大学,"2024,2026",2
0013,中国计量大学(省市共建重点高校),2021,1
0013,中国计量大学（省市共建重点高校）,2022,1
0013,中国计量大学,"2024,2026",2
0014,浙江万里学院,"2021,2022,2024,2026",4
0015,浙江科技学院,"2021,2022",2
0015,浙江科技大学,"2024,2026",2
0016,浙江财经大学(省重点建设高校),2021,1
0016,浙江财经大学（省重点建设高校）,2022,1
0016,浙江财经大学,"2024,2026",2
0017,嘉兴学院,"2021,2022",2
0017,嘉兴大学,"2024,2026",2
0018,浙大城市学院,"2021,2022,2024,2026",4
0019,浙大宁波理工学院,"2021,2022,2024,2026",4
0020,杭州师范大学(省重点建设高校),2021,1
0020,杭州师范大学（省重点建设高校）,2022,1
0020,杭州师范大学,"2024,2026",2
0021,湖州师范学院,"2021,2022,2024",3
0021,湖州师范大学,2026,1
0022,绍兴文理学院,"2021,2022,2024",3
0022,绍兴大学,2026,1
0023,台州学院,"2021,2022,2024,2026",4
0024,温州大学(省市共建重点高校),2021,1
0024,温州大学（省市共建重点高校）,2022,1
0024,温州大学,"2024,2026",2
0025,浙江外国语学院,"2021,2022,2024,2026",4
0027,浙江传媒学院,"2021,2022,2024,2026",4
0028,宁波工程学院,"2021,2022,2024,2026",4
0029,衢州学院,"2021,2022,2024,2026",4
0030,浙江水利水电学院,"2021,2022,2024,2026",4
0033,浙江树人学院（浙江树人大学）(民办),2021,1
0033,浙江树人学院(民办),2022,1
0033,浙江树人学院,"2024,2026",2
0036,杭州医学院,"2021,2022,2024,2026",4
0038,丽水学院,"2021,2022,2024,2026",4
0041,浙江艺术职业学院,"2021,2022,2024,2026",4
0042,浙江交通职业技术学院,"2021,2022,2024,2026",4
0043,浙江工商职业技术学院,"2021,2022,2024,2026",4
0044,浙江工贸职业技术学院,"2021,2022,2024,2026",4
0045,浙江机电职业技术学院,"2021,2022",2
0045,浙江机电职业技术大学,"2024,2026",2
0046,浙江商业职业技术学院,"2021,2022,2024,2026",4
0047,浙江警官职业学院,"2021,2022,2024,2026",4
0048,浙江工业职业技术学院,"2021,2022,2024,2026",4
0049,浙江旅游职业学院,"2021,2022,2024,2026",4
0050,浙江金融职业学院,"2021,2022,2024,2026",4
0051,浙江经济职业技术学院,"2021,2022,2024,2026",4
0052,浙江建设职业技术学院,"2021,2022,2024,2026",4
0053,浙江经贸职业技术学院,"2021,2022,2024,2026",4
0054,浙江育英职业技术学院(民办),"2021,2022",2
0054,浙江育英职业技术学院,"2024,2026",2
0055,浙江东方职业技术学院(民办),2022,1
0055,浙江东方职业技术学院,"2024,2026",2
0056,浙江长征职业技术学院(民办),2022,1
0056,浙江长征职业技术学院,"2024,2026",2
0058,浙江纺织服装职业技术学院,"2021,2022,2024,2026",4
0059,浙江广厦建设职业技术大学(民办),"2021,2022",2
0059,浙江广厦建设职业技术大学,"2024,2026",2
0060,杭州职业技术学院,"2021,2022,2024",3
0060,杭州职业技术大学,2026,1
0061,金华职业技术学院,"2021,2022",2
0061,金华职业技术大学,"2024,2026",2
0062,义乌工商职业技术学院,"2021,2022,2024,2026",4
0063,宁波职业技术学院,"2021,2022,2024",3
0063,宁波职业技术大学,2026,1
0064,温州职业技术学院,"2021,2022,2024",3
0064,温州职业技术大学,2026,1
0065,浙江越秀外国语学院(民办),"2021,2022",2
0065,浙江越秀外国语学院,"2024,2026",2
0066,台州职业技术学院,"2021,2022,2024,2026",4
0067,绍兴职业技术学院(民办),"2021,2022",2
0067,绍兴职业技术学院,"2024,2026",2
0069,嘉兴职业技术学院,"2021,2022,2024,2026",4
0070,湖州职业技术学院,"2021,2022,2024,2026",4
0071,衢州职业技术学院,"2021,2022,2024,2026",4
0072,丽水职业技术学院,"2021,2022,2024,2026",4
0074,宁波财经学院(民办),"2021,2022",2
0074,宁波财经学院,"2024,2026",2
0075,台州科技职业学院,"2021,2022,2024,2026",4
0076,杭州科技职业技术学院,"2021,2022,2024,2026",4
0077,杭州万向职业技术学院(民办),"2021,2022",2
0077,杭州万向职业技术学院,"2024,2026",2
0085,温州科技职业学院,"2021,2022,2024,2026",4
0086,浙江横店影视职业学院(民办),"2021,2022",2
0086,浙江横店影视职业学院,"2024,2026",2
0087,浙江汽车职业技术学院(民办),"2021,2022",2
0087,浙江汽车职业技术学院,"2024,2026",2
0088,浙江宇翔职业技术学院,2024,1
0090,湖州健康职业学院,2026,1
0092,浙江工业大学之江学院(独立学院),"2021,2022",2
0092,浙江工业大学之江学院,"2024,2026",2
0093,浙江师范大学行知学院(独立学院),"2021,2022",2
0093,浙江师范大学行知学院,"2024,2026",2
0094,宁波大学科学技术学院(独立学院),"2021,2022",2
0094,宁波大学科学技术学院,"2024,2026",2
0095,杭州电子科技大学信息工程学院(独立学院),"2021,2022",2
0095,杭州电子科技大学信息工程学院,"2024,2026",2
0096,浙江工商大学杭州商学院(独立学院),"2021,2022",2
0096,浙江工商大学杭州商学院,"2024,2026",2
0097,浙江理工大学科技与艺术学院(独立学院),"2021,2022",2
0097,浙江理工大学科技与艺术学院,"2024,2026",2
0099,温州医科大学仁济学院(独立学院),"2021,2022",2
0099,温州医科大学仁济学院,"2024,2026",2
0101,浙江农林大学暨阳学院(独立学院),"2021,2022",2
0101,浙江农林大学暨阳学院,"2024,2026",2
0106,浙江同济科技职业学院,"2021,2022,2024,2026",4
0111,浙江国际海运职业技术学院,"2021,2024,2026",3
0112,宁波卫生职业技术学院,"2021,2022,2024,2026",4
0113,宁波城市职业技术学院,"2021,2022,2024,2026",4
0115,浙江特殊教育职业学院,"2021,2022,2024,2026",4
0116,浙江中医药大学滨江学院(独立学院),2021,1
0117,中国计量大学现代科技学院(独立学院),"2021,2022",2
0117,中国计量大学现代科技学院,"2024,2026",2
0119,浙江财经大学东方学院(独立学院),"2021,2022",2
0119,浙江财经大学东方学院,"2024,2026",2
0121,湖州学院,"2021,2022,2024,2026",4
0122,绍兴文理学院元培学院(独立学院),"2021,2022",2
0122,绍兴文理学院元培学院,2024,1
0122,绍兴理工学院,2026,1
0123,温州理工学院,"2021,2022,2024,2026",4
0124,宁波幼儿师范高等专科学校,"2021,2022,2024,2026",4
0125,嘉兴南湖学院,"2021,2022,2024,2026",4
0126,温州商学院(民办),"2021,2022",2
0126,温州商学院,"2024,2026",2
0128,浙江邮电职业技术学院,"2021,2022,2024,2026",4
0129,浙江农业商贸职业学院,"2021,2022,2024,2026",4
0130,浙江师范大学(省重点建设高校)(金华职业技术学院教学点),2021,1
0130,浙江师范大学（省重点建设高校）（金华职业技术学院教学点）,2022,1
0130,浙江师范大学(金华职业技术大学教学点),2024,1
0133,浙江安防职业技术学院,"2022,2024,2026",3
0150,浙江金华科贸职业技术学院(民办),"2021,2022",2
0150,浙江金华科贸职业技术学院,2026,1
0168,温州肯恩大学(中外合作办学),"2021,2022",2
0168,温州肯恩大学,"2024,2026",2
0182,宁波诺丁汉大学(中外合作办学),"2021,2022",2
0182,宁波诺丁汉大学,"2024,2026",2
0186,上海财经大学浙江学院(独立学院),"2021,2022",2
0186,上海财经大学浙江学院,"2024,2026",2
0188,宁波东方理工大学,2026,1
0189,北京航空航天大学中法航空学院,2024,1
0189,北京航空航天大学(杭州国际校园),2026,1
0199,浙江药科职业大学,"2022,2024,2026",3
0232,浙江舟山群岛新区旅游与健康职业学院,"2021,2022,2024,2026",4
0259,浙江大学医学院(一流大学建设高校),2021,1
0259,浙江大学医学院（一流大学建设高校）,2022,1
0259,浙江大学医学院,"2024,2026",2
1102,北京城市学院(民办),"2021,2022",2
1102,北京城市学院,"2024,2026",2
1103,北京大学(一流大学建设高校),2021,1
1103,北京大学（一流大学建设高校）,2022,1
1103,北京大学,"2024,2026",2
1104,北京大学医学部(一流大学建设高校),2021,1
1104,北京大学医学部（一流大学建设高校）,2022,1
1104,北京大学医学部,"2024,2026",2
1105,北京第二外国语学院,"2021,2022,2024,2026",4
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),"2021,2022",2
1106,北京第二外国语学院中瑞酒店管理学院,"2024,2026",2
1107,北京电影学院,"2021,2022,2024,2026",4
1109,北京电子科技职业学院,"2022,2024",2
1109,北京科技职业大学,2026,1
1110,北京服装学院,"2021,2022,2024,2026",4
1111,北京工商大学,"2021,2022,2024,2026",4
1112,北京工商大学嘉华学院(独立学院),"2021,2022",2
1112,北京金融科技学院,"2024,2026",2
1113,北京工业大学(一流学科建设高校),2021,1
1113,北京工业大学（一流学科建设高校）,2022,1
1113,北京工业大学,"2024,2026",2
1114,北京工业大学耿丹学院(独立学院),"2021,2022",2
1114,北京工业大学耿丹学院,"2024,2026",2
1116,北京航空航天大学(一流大学建设高校),2021,1
1116,北京航空航天大学（一流大学建设高校）,2022,1
1116,北京航空航天大学,"2024,2026",2
1117,北京化工大学(一流学科建设高校),2021,1
1117,北京化工大学（一流学科建设高校）,2022,1
1117,北京化工大学,"2024,2026",2
1118,北京汇佳职业学院(民办),2021,1
1119,吉利学院(民办),"2021,2022",2
1119,吉利学院,"2024,2026",2
1120,北京建筑大学,"2021,2022,2026",3
1121,北京交通大学(一流学科建设高校),2021,1
1121,北京交通大学（一流学科建设高校）,2022,1
1121,北京交通大学,"2024,2026",2
1122,北京经贸职业学院(民办),2022,1
1123,北京科技大学(一流学科建设高校),2021,1
1123,北京科技大学（一流学科建设高校）,2022,1
1123,北京科技大学,"2024,2026",2
1125,北京科技职业学院(民办),"2021,2022",2
1125,北京科技职业学院,2024,1
1127,北京理工大学(一流大学建设高校),2021,1
1127,北京理工大学（一流大学建设高校）,2022,1
1127,北京理工大学,"2024,2026",2
1128,北京林业大学(一流学科建设高校),2021,1
1128,北京林业大学（一流学科建设高校）,2022,1
1128,北京林业大学,"2024,2026",2
1129,北京培黎职业学院,2024,1
1130,北京师范大学(一流大学建设高校),2021,1
1130,北京师范大学（一流大学建设高校）,2022,1
1130,北京师范大学,"2024,2026",2
1131,北京石油化工学院,"2021,2022,2024,2026",4
1132,北京体育大学(一流学科建设高校),2021,1
1132,北京体育大学（一流学科建设高校）,2022,1
1132,北京体育大学,"2024,2026",2
1133,北京外国语大学(一流学科建设高校),2021,1
1133,北京外国语大学（一流学科建设高校）,2022,1
1133,北京外国语大学,"2024,2026",2
1135,北京物资学院,"2021,2022,2024,2026",4
1136,北京协和医学院(一流学科建设高校),2021,1
1136,北京协和医学院（一流学科建设高校）,2022,1
1136,北京协和医学院,"2024,2026",2
1138,北京信息科技大学,"2021,2022,2024,2026",4
1139,北京印刷学院,"2021,2022,2024,2026",4
1140,北京邮电大学(一流学科建设高校),2021,1
1140,北京邮电大学（一流学科建设高校）,2022,1
1140,北京邮电大学,"2024,2026",2
1141,北京邮电大学世纪学院(独立学院),"2021,2022",2
1141,北京邮电大学世纪学院,"2024,2026",2
1142,北京语言大学,"2021,2022,2024,2026",4
1143,北京中医药大学(一流学科建设高校),2021,1
1143,北京中医药大学（一流学科建设高校）,2022,1
1143,北京中医药大学,"2024,2026",2
1144,对外经济贸易大学(一流学科建设高校),2021,1
1144,对外经济贸易大学（一流学科建设高校）,2022,1
1144,对外经济贸易大学,"2024,2026",2
1146,华北电力大学(北京)(一流学科建设高校),2021,1
1146,华北电力大学(北京)（一流学科建设高校）,2022,1
1146,华北电力大学(北京),"2024,2026",2
1147,清华大学(一流大学建设高校),2021,1
1147,清华大学（一流大学建设高校）,2022,1
1147,清华大学,"2024,2026",2
1148,首都经济贸易大学,"2021,2022,2024,2026",4
1149,首都师范大学(一流学科建设高校),2021,1
1149,首都师范大学（一流学科建设高校）,2022,1
1149,首都师范大学,"2024,2026",2
1150,首都师范大学科德学院,"2024,2026",2
1151,首都医科大学,"2021,2022,2024,2026",4
1153,中国传媒大学(一流学科建设高校),2021,1
1153,中国传媒大学（一流学科建设高校）,2022,1
1153,中国传媒大学,"2024,2026",2
1154,中国地质大学(北京)(一流学科建设高校),2021,1
1154,中国地质大学(北京)（一流学科建设高校）,2022,1
1154,中国地质大学(北京),"2024,2026",2
1155,中国矿业大学(北京)(一流学科建设高校),2021,1
1155,中国矿业大学(北京)（一流学科建设高校）,2022,1
1155,中国矿业大学(北京),"2024,2026",2
1156,中国劳动关系学院,"2021,2022,2024,2026",4
1157,中国农业大学(一流大学建设高校),2021,1
1157,中国农业大学（一流大学建设高校）,2022,1
1157,中国农业大学,"2024,2026",2
1158,中国社会科学院大学,"2024,2026",2
1159,中国人民大学(一流大学建设高校),2021,1
1159,中国人民大学（一流大学建设高校）,2022,1
1159,中国人民大学,"2024,2026",2
1160,中国石油大学(北京)(一流学科建设高校),2021,1
1160,中国石油大学(北京)（一流学科建设高校）,2022,1
1160,中国石油大学(北京),"2024,2026",2
1161,中国戏曲学院,"2021,2022,2024,2026",4
1163,中国政法大学(一流学科建设高校),2021,1
1163,中国政法大学（一流学科建设高校）,2022,1
1163,中国政法大学,"2024,2026",2
1164,中华女子学院,"2021,2022,2024,2026",4
1165,中央财经大学(一流学科建设高校),2021,1
1165,中央财经大学（一流学科建设高校）,2022,1
1165,中央财经大学,"2024,2026",2
1166,中央美术学院,"2024,2026",2
1167,中央民族大学(一流大学建设高校),2021,1
1167,中央民族大学（一流大学建设高校）,2022,1
1167,中央民族大学,"2024,2026",2
1168,中央戏剧学院,"2024,2026",2
1170,北京联合大学,"2021,2022,2024,2026",4
1171,北京邮电大学(宏福校区)(一流学科建设高校),2021,1
1171,北京邮电大学(宏福校区)（一流学科建设高校）,2022,1
1171,北京邮电大学(宏福校区),2024,1
1173,首钢工学院,"2021,2022",2
1175,北京农学院,"2021,2022,2024,2026",4
1179,北方工业大学,"2024,2026",2
1189,中国科学院大学(一流学科建设高校),2021,1
1189,中国科学院大学（一流学科建设高校）,2022,1
1189,中国科学院大学,"2024,2026",2
1201,北京科技大学天津学院(独立学院),"2021,2022",2
1201,北京科技大学天津学院,"2024,2026",2
1202,河北工业大学(一流学科建设高校),2021,1
1202,河北工业大学（一流学科建设高校）,2022,1
1202,河北工业大学,"2024,2026",2
1203,南开大学(一流大学建设高校),2021,1
1203,南开大学（一流大学建设高校）,2022,1
1203,南开大学,"2024,2026",2
1205,天津滨海职业学院,"2021,2022,2024,2026",4
1206,天津财经大学,"2021,2022,2024,2026",4
1207,天津财经大学珠江学院(独立学院),"2021,2022",2
1207,天津财经大学珠江学院,"2024,2026",2
1208,天津城建大学,"2021,2022,2024,2026",4
1210,天津大学(一流大学建设高校),2021,1
1210,天津大学（一流大学建设高校）,2022,1
1210,天津大学,"2024,2026",2
1211,天津仁爱学院(民办),"2021,2022",2
1211,天津仁爱学院,"2024,2026",2
1212,天津电子信息职业技术学院,"2021,2022,2024",3
1214,天津职业技术师范大学,"2021,2022,2024,2026",4
1216,天津工业大学(一流学科建设高校),2021,1
1216,天津工业大学（一流学科建设高校）,2022,1
1216,天津工业大学,"2024,2026",2
1217,天津公安警官职业学院,"2021,2022,2024",3
1217,天津警察学院,2026,1
1220,天津机电职业技术学院,2026,1
1221,天津交通职业学院,2026,1
1223,天津科技大学,"2021,2022,2024,2026",4
1224,天津理工大学,"2021,2022,2024,2026",4
1225,天津理工大学中环信息学院(独立学院),"2021,2022",2
1225,天津理工大学中环信息学院,"2024,2026",2
1226,天津美术学院,"2022,2024",2
1227,天津农学院,"2021,2022,2024,2026",4
1229,天津商业大学,"2021,2022,2024,2026",4
1230,天津商业大学宝德学院(独立学院),"2021,2022",2
1230,天津商业大学宝德学院,"2024,2026",2
1231,天津生物工程职业技术学院,"2021,2026",2
1232,天津师范大学,"2021,2022,2024,2026",4
1234,天津体育学院,"2021,2022,2024,2026",4
1235,天津外国语大学,"2021,2022,2024,2026",4
1236,天津外国语大学滨海外事学院(独立学院),"2021,2022",2
1236,天津外国语大学滨海外事学院,"2024,2026",2
1237,天津现代职业技术学院,"2021,2022,2026",3
1239,天津医科大学(一流学科建设高校),2021,1
1239,天津医科大学（一流学科建设高校）,2022,1
1239,天津医科大学,"2024,2026",2
1240,天津医科大学临床医学院(独立学院),"2021,2022",2
1240,天津医科大学临床医学院,"2024,2026",2
1241,天津医学高等专科学校,"2021,2022,2024,2026",4
1242,天津艺术职业学院,2022,1
1244,天津市职业大学,"2021,2022,2024",3
1244,天津职业大学,2026,1
1246,天津中医药大学(一流学科建设高校),2021,1
1246,天津中医药大学（一流学科建设高校）,2022,1
1246,天津中医药大学,"2024,2026",2
1247,中国民航大学,"2021,2022,2024,2026",4
1248,天津天狮学院(民办),"2021,2022",2
1248,天津天狮学院,"2024,2026",2
1249,天津铁道职业技术学院,"2021,2022,2024,2026",4
1301,保定电力职业技术学院,"2021,2022,2024,2026",4
1302,北华航天工业学院,"2021,2022,2024,2026",4
1304,燕京理工学院(民办),"2021,2022",2
1304,燕京理工学院,2024,1
1305,沧州交通学院(民办),"2021,2022",2
1305,沧州交通学院,"2024,2026",2
1307,北京社会管理职业学院,"2021,2022",2
1307,民政职业大学,"2024,2026",2
1308,北京中医药大学东方学院(独立学院),"2021,2022",2
1308,北京中医药大学东方学院,"2024,2026",2
1310,承德医学院,"2021,2022,2024,2026",4
1311,东北大学秦皇岛分校(一流大学建设高校),2021,1
1311,东北大学秦皇岛分校（一流大学建设高校）,2022,1
1311,东北大学秦皇岛分校,"2024,2026",2
1312,防灾科技学院,"2021,2022,2024",3
1313,邯郸学院,"2021,2024,2026",3
1315,河北大学,"2021,2022,2024,2026",4
1317,河北工程大学,"2021,2022,2024,2026",4
1318,河北工程大学科信学院(独立学院),"2021,2022",2
1318,河北工程大学科信学院,"2024,2026",2
1319,河北石油职业技术大学,"2022,2024,2026",3
1321,河北建筑工程学院,"2021,2022,2024,2026",4
1323,河北金融学院,"2021,2022,2024,2026",4
1324,河北经贸大学,"2021,2022,2024,2026",4
1325,河北经贸大学经济管理学院(独立学院),"2021,2022",2
1325,河北经贸大学经济管理学院,"2024,2026",2
1326,河北科技大学,"2021,2022,2024,2026",4
1328,河北科技师范学院,"2021,2022,2024,2026",4
1329,华北理工大学,"2021,2022,2024,2026",4
1330,河北师范大学,"2021,2022,2024,2026",4
1331,河北医科大学,"2021,2022,2024,2026",4
1332,河北医科大学临床学院(独立学院),"2021,2022",2
1332,河北医科大学临床学院,"2024,2026",2
1333,衡水学院,"2021,2022,2024,2026",4
1334,华北电力大学(保定)(一流学科建设高校),2021,1
1334,华北电力大学(保定)（一流学科建设高校）,2022,1
1334,华北电力大学(保定),"2024,2026",2
1336,华北科技学院,"2021,2022,2024",3
1336,应急管理大学,2026,1
1338,华北理工大学冀唐学院(独立学院),"2021,2022",2
1339,廊坊师范学院,"2021,2022,2024,2026",4
1340,秦皇岛职业技术学院,2022,1
1341,河北地质大学,"2021,2022,2024,2026",4
1342,石家庄铁道大学,"2021,2022,2024,2026",4
1343,石家庄铁道大学四方学院(独立学院),"2021,2022",2
1343,石家庄铁道大学四方学院,"2024,2026",2
1344,石家庄医学高等专科学校(民办),"2021,2022",2
1344,石家庄医学高等专科学校,"2024,2026",2
1345,石家庄邮电职业技术学院,"2021,2022,2024,2026",4
1346,邢台学院,"2021,2022,2024,2026",4
1347,邢台医学高等专科学校,"2021,2022",2
1347,邢台医学院,"2024,2026",2
1349,燕山大学,"2021,2022,2024,2026",4
1350,燕山大学里仁学院(独立学院),2021,1
1351,保定理工学院(民办),"2021,2022",2
1351,保定理工学院,"2024,2026",2
1353,河北外国语学院(民办),"2021,2022",2
1353,河北外国语学院,"2024,2026",2
1354,河北中医学院,"2021,2022",2
1354,河北中医药大学,"2024,2026",2
1355,河北北方学院,"2021,2022,2024,2026",4
1356,河北科技学院(民办),"2021,2022",2
1356,河北科技学院,"2024,2026",2
1357,河北环境工程学院,"2021,2022,2024,2026",4
1361,河北科技工程职业技术大学,"2021,2022,2024,2026",4
1362,河北水利电力学院,"2022,2024,2026",3
1364,石家庄人民医学高等专科学校,"2024,2026",2
1366,唐山幼儿师范高等专科学校,"2024,2026",2
1402,山西财经大学,"2021,2022,2024,2026",4
1403,山西大同大学,"2021,2022,2024,2026",4
1404,山西大学,"2021,2024,2026",3
1404,山西大学（一流学科建设高校）,2022,1
1408,山西农业大学,"2021,2022,2024,2026",4
1409,山西药科职业学院,2022,1
1410,山西中医药大学,"2021,2022,2024,2026",4
1413,太原工业学院,"2021,2022,2024,2026",4
1414,太原科技大学,"2021,2022,2024,2026",4
1415,太原理工大学(一流学科建设高校),2021,1
1415,太原理工大学（一流学科建设高校）,2022,1
1415,太原理工大学,"2024,2026",2
1416,太原师范学院,"2021,2022,2024,2026",4
1417,运城学院,"2021,2022,2024,2026",4
1418,中北大学,"2021,2022,2024,2026",4
1419,山西晋中理工学院(民办),"2021,2022",2
1419,山西晋中理工学院,"2024,2026",2
1420,山西传媒学院,"2021,2022,2024,2026",4
1421,山西师范大学,"2021,2022,2024,2026",4
1422,山西医科大学,"2021,2022,2024,2026",4
1423,山西工学院,"2021,2022,2024,2026",4
1425,吕梁学院,"2021,2022,2024,2026",4
1426,山西工程技术学院,"2022,2024,2026",3
1501,呼伦贝尔学院,"2021,2022,2024,2026",4
1502,内蒙古大学(一流学科建设高校),2021,1
1502,内蒙古大学（一流学科建设高校）,2022,1
1502,内蒙古大学,"2024,2026",2
1503,内蒙古工业大学,"2021,2022,2024,2026",4
1505,内蒙古科技大学,"2021,2022,2024,2026",4
1506,内蒙古科技大学包头师范学院,"2021,2022,2024,2026",4
1507,内蒙古民族大学,"2021,2022,2024,2026",4
1508,内蒙古农业大学,"2021,2022,2024,2026",4
1509,内蒙古师范大学,2022,1
1510,内蒙古财经大学,"2021,2022,2024,2026",4
1511,内蒙古医科大学,"2021,2022,2024,2026",4
1513,内蒙古北方职业技术学院,2024,1
2101,鞍山师范学院,"2021,2022,2024,2026",4
2103,渤海大学,"2021,2022,2024,2026",4
2104,大连大学,"2021,2022,2024,2026",4
2106,大连东软信息学院(民办),"2021,2022",2
2106,大连东软信息学院,"2024,2026",2
2107,大连工业大学,"2021,2022,2024,2026",4
2108,大连海事大学(一流学科建设高校),2021,1
2108,大连海事大学（一流学科建设高校）,2022,1
2108,大连海事大学,"2024,2026",2
2109,大连交通大学,"2021,2022,2024,2026",4
2110,大连科技学院(民办),"2021,2022",2
2110,大连科技学院,"2024,2026",2
2111,大连理工大学(一流大学建设高校),2021,1
2111,大连理工大学（一流大学建设高校）,2022,1
2111,大连理工大学,"2024,2026",2
2112,大连理工大学城市学院(独立学院),"2021,2022",2
2112,大连理工大学城市学院,2024,1
2112,大连工程学院,2026,1
2113,大连民族大学,"2021,2022,2024,2026",4
2115,大连海洋大学,"2021,2022,2024,2026",4
2116,大连外国语大学,"2021,2022,2024,2026",4
2117,大连医科大学,"2021,2022,2024,2026",4
2118,大连医科大学中山学院(独立学院),"2021,2022",2
2118,大连医科大学中山学院,"2024,2026",2
2122,东北财经大学,"2021,2022,2024,2026",4
2123,大连财经学院(民办),"2021,2022",2
2123,大连财经学院,"2024,2026",2
2124,东北大学(一流大学建设高校),2021,1
2124,东北大学（一流大学建设高校）,2022,1
2124,东北大学,"2024,2026",2
2125,辽东学院,2026,1
2126,辽宁财贸学院(民办),"2021,2022",2
2126,辽宁财贸学院,"2024,2026",2
2127,辽宁大学(一流学科建设高校),2021,1
2127,辽宁大学（一流学科建设高校）,2022,1
2127,辽宁大学,"2024,2026",2
2128,辽宁对外经贸学院(民办),"2021,2022",2
2128,辽宁对外经贸学院,"2024,2026",2
2129,辽宁工业大学,"2021,2022,2024,2026",4
2133,辽宁科技大学,"2021,2022,2024,2026",4
2136,辽宁师范大学,"2021,2022,2024,2026",4
2137,辽宁石油化工大学,"2021,2022,2024,2026",4
2138,锦州医科大学,"2021,2022,2024,2026",4
2139,辽宁中医药大学,"2021,2022,2024,2026",4
2140,辽宁中医药大学杏林学院(独立学院),"2021,2022",2
2140,辽宁中医药大学杏林学院,"2024,2026",2
2142,沈阳大学,"2021,2022,2024,2026",4
2143,沈阳城市学院(民办),"2021,2022",2
2143,沈阳城市学院,"2024,2026",2
2144,沈阳工程学院,"2021,2022,2024,2026",4
2145,沈阳工业大学,"2021,2022,2024,2026",4
2147,沈阳航空航天大学,"2021,2022,2024,2026",4
2149,沈阳化工大学,"2021,2022,2024,2026",4
2151,沈阳建筑大学,"2021,2022,2024,2026",4
2152,沈阳城市建设学院(民办),"2021,2022",2
2152,沈阳城市建设学院,"2024,2026",2
2153,沈阳理工大学,"2021,2022,2024,2026",4
2154,沈阳工学院(民办),"2021,2022",2
2154,沈阳工学院,"2024,2026",2
2155,沈阳农业大学,"2021,2022,2024,2026",4
2156,沈阳师范大学,"2021,2022,2024,2026",4
2158,沈阳药科大学,"2021,2022,2024,2026",4
2159,沈阳医学院,"2021,2022,2024,2026",4
2161,中国医科大学,"2021,2022,2024,2026",4
2163,鲁迅美术学院,"2024,2026",2
2167,大连理工大学(盘锦校区)(一流大学建设高校),2021,1
2167,大连理工大学(盘锦校区)（一流大学建设高校）,2022,1
2167,大连理工大学(盘锦校区),"2024,2026",2
2170,辽宁工程技术大学,"2024,2026",2
2172,辽宁传媒学院,2026,1
2174,辽宁科技学院,2026,1
2175,辽宁理工职业大学,2026,1
2201,北华大学,"2021,2022,2024,2026",4
2202,长春大学,"2021,2022,2024,2026",4
2203,长春光华学院(民办),"2021,2022",2
2203,长春光华学院,"2024,2026",2
2204,长春大学旅游学院(独立学院),"2021,2022",2
2204,长春大学旅游学院,"2024,2026",2
2206,长春工程学院,"2021,2022,2024,2026",4
2207,长春工业大学,"2021,2022,2024,2026",4
2208,长春工业大学人文信息学院(独立学院),"2021,2022",2
2208,长春工业大学人文信息学院,"2024,2026",2
2209,长春金融高等专科学校,"2024,2026",2
2210,长春理工大学,"2021,2022,2024,2026",4
2211,长春电子科技学院(民办),"2021,2022",2
2211,长春电子科技学院,"2024,2026",2
2213,长春师范大学,"2021,2022,2024,2026",4
2214,吉林财经大学,"2021,2022,2024,2026",4
2215,长春财经学院(民办),"2021,2022",2
2215,长春财经学院,"2024,2026",2
2216,长春医学高等专科学校,"2021,2022,2024,2026",4
2217,东北电力大学,"2021,2022,2024,2026",4
